Name,Rank,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,NA_Sales_log,EU_Sales_log,JP_Sales_log,Other_Sales_log,Global_Sales_log,Is_Japan_Hit
Robopon 2: Ring Version,15914,GBA,2001,Role-Playing,Hudson Entertainment,0.01,0.0,0.0,0.0,0.02,0.009950330853168083,0.0,0.0,0.0,0.019802627296179712,0
DoDonPachi Saidaioujou,16113,X360,2013,Shooter,Cave,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.009950330853168083,0.0,0.009950330853168083,0
Jewel Quest II,16190,PC,2007,Puzzle,Avanquest,0.0,0.01,0.0,0.0,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,0
"Hanayaka Kana, Ware ga Ichizoku",16265,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.009950330853168083,0.0,0.009950330853168083,0
Pokemon Diamond/Pokemon Pearl,21,DS,2006,Role-Playing,Nintendo,6.42,4.52,6.04,1.37,18.36,2.004179057179289,1.7083778602890038,1.951608170169951,0.8628899551470399,2.963209081848431,1
Mario & Luigi: Bowser's Inside Story,320,DS,2009,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83,1.1817271953786161,0.3920420877760237,0.5933268452777344,0.23901690047049992,1.5748464676644813,0
Super Paper Mario,330,Wii,2007,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76,1.091923300517313,0.6312717768418579,0.46373401623214017,0.2776317365982795,1.5602476682433286,0
Grand Theft Auto: Liberty City Stories,361,PS2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,0.9400072584914712,0.8754687373538999,0.06765864847381481,0.4054651081081644,1.5129270120532565,0
SOCOM II: U.S. Navy SEALs,486,PS2,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,1.169381359556317,0.412109650826833,0.058268908123975775,0.13976194237515868,1.3711807233098425,0
Final Fantasy V,630,SNES,1992,Role-Playing,SquareSoft,0.0,0.0,2.43,0.02,2.45,0.0,0.0,1.2325602611778486,0.019802627296179712,1.2383742310432684,1
The Beatles: Rock Band,1019,Wii,2009,Misc,MTV Games,1.19,0.4,0.0,0.16,1.74,0.7839015438284094,0.33647223662121295,0.0,0.14842000511827327,1.007957920399979,0
ESPN NBA 2K5,1160,PS2,2004,Sports,Global Star,1.26,0.12,0.0,0.21,1.59,0.8153648132841945,0.11332868530700317,0.0,0.1906203596086497,0.9516578757114464,0
Mario Party 7,1185,GC,2005,Misc,Nintendo,0.95,0.11,0.46,0.04,1.57,0.6678293725756554,0.10436001532424277,0.3784364357202451,0.039220713153281295,0.9439058989071285,0
Final Fantasy: Crystal Chronicles,1269,GC,2003,Role-Playing,Nintendo,0.72,0.38,0.36,0.04,1.49,0.5423242908253616,0.32208349916911333,0.3074846997479606,0.039220713153281295,0.9122827104766162,0
Madden NFL 09,1271,PS2,2008,Sports,Electronic Arts,1.22,0.0,0.0,0.27,1.49,0.7975071958841881,0.0,0.0,0.23901690047049992,0.9122827104766162,0
SingStar Party,1454,PS2,2004,Misc,Sony Computer Entertainment,0.0,1.04,0.0,0.31,1.35,0.0,0.712949807856125,0.0,0.27002713721306015,0.8544153281560676,0
Transformers: Autobots / Decepticons,1601,DS,2007,Action,Activision,1.12,0.03,0.0,0.09,1.24,0.7514160886839212,0.0295588022415444,0.0,0.08617769624105233,0.8064758658669485,0
Ridge Racer,2603,PS,1994,Racing,Sony Computer Entertainment,0.0,0.0,0.74,0.05,0.79,0.0,0.0,0.5538851132264376,0.04879016416943201,0.5822156198526637,0
Madden NFL 08,2871,PSP,2007,Sports,Electronic Arts,0.6,0.04,0.0,0.07,0.71,0.4700036292457356,0.039220713153281295,0.0,0.06765864847381481,0.5364933705145685,0
Warriors Orochi 3,3257,PS3,2011,Action,Ubisoft Annecy,0.0,0.04,0.57,0.01,0.62,0.0,0.039220713153281295,0.4510756193602167,0.009950330853168083,0.4824261492442927,0
X-Men Legends,3799,GC,2004,Role-Playing,Activision,0.41,0.11,0.0,0.01,0.53,0.3435897043900769,0.10436001532424277,0.0,0.009950330853168083,0.4252677354043441,0
Epic Mickey 2: The Power of Two,4012,PS3,2012,Action,Disney Interactive Studios,0.21,0.2,0.0,0.08,0.5,0.1906203596086497,0.18232155679395462,0.0,0.07696104113612832,0.4054651081081644,0
The Princess and the Frog,4198,Wii,2009,Platform,Disney Interactive Studios,0.29,0.13,0.0,0.04,0.47,0.2546422183735807,0.12221763272424921,0.0,0.039220713153281295,0.3852624007906449,0
MX vs. ATV: Alive,4219,PS3,2011,Racing,THQ,0.24,0.15,0.0,0.07,0.47,0.2151113796169455,0.13976194237515868,0.0,0.06765864847381481,0.3852624007906449,0
Beowulf: The Game,4785,X360,2007,Action,Ubisoft,0.36,0.01,0.0,0.03,0.4,0.3074846997479606,0.009950330853168083,0.0,0.0295588022415444,0.33647223662121295,0
Brunswick Pro Bowling,4840,PS2,2007,Sports,505 Games,0.2,0.15,0.0,0.05,0.4,0.18232155679395462,0.13976194237515868,0.0,0.04879016416943201,0.33647223662121295,0
Battlestations: Pacific,5513,X360,2009,Strategy,Eidos Interactive,0.17,0.12,0.01,0.03,0.33,0.15700374880966475,0.11332868530700317,0.009950330853168083,0.0295588022415444,0.2851789422336624,0
Dragon Quest Monsters: Battle Road Victory,5667,Wii,2010,Strategy,Square Enix,0.0,0.0,0.32,0.0,0.32,0.0,0.0,0.2776317365982795,0.0,0.2776317365982795,0
Shrek's Carnival Craze Party Games,5769,Wii,2008,Misc,Activision,0.28,0.0,0.0,0.02,0.31,0.2468600779315258,0.0,0.0,0.019802627296179712,0.27002713721306015,0
Final Doom,6401,PS,1995,Shooter,GT Interactive,0.15,0.1,0.0,0.02,0.27,0.13976194237515868,0.09531017980432487,0.0,0.019802627296179712,0.23901690047049992,0
Army of Two: The Devil's Cartel,6563,X360,2013,Shooter,Electronic Arts,0.16,0.07,0.0,0.02,0.26,0.14842000511827327,0.06765864847381481,0.0,0.019802627296179712,0.23111172096338664,0
Sword Art Online: Lost Song,7009,PS4,2015,Role-Playing,Namco Bandai Games,0.09,0.1,0.0,0.04,0.23,0.08617769624105233,0.09531017980432487,0.0,0.039220713153281295,0.20701416938432615,0
NFL Blitz Pro,7101,PS2,2003,Sports,Midway Games,0.11,0.09,0.0,0.03,0.23,0.10436001532424277,0.08617769624105233,0.0,0.0295588022415444,0.20701416938432615,0
Marvel Super Hero Squad: The Infinity Gauntlet,7154,DS,2010,Action,THQ,0.17,0.03,0.0,0.02,0.22,0.15700374880966475,0.0295588022415444,0.0,0.019802627296179712,0.1988508587451652,0
Solatorobo: Red the Hunter,7441,DS,2010,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.21,0.07696104113612832,0.039220713153281295,0.06765864847381481,0.009950330853168083,0.1906203596086497,0
Saturday Night Speedway,7552,PS2,2004,Racing,Play It,0.1,0.08,0.0,0.03,0.2,0.09531017980432487,0.07696104113612832,0.0,0.0295588022415444,0.18232155679395462,0
Hidden Mysteries: Vampire Secrets,7788,DS,2010,Adventure,Astragon,0.06,0.11,0.0,0.02,0.19,0.058268908123975775,0.10436001532424277,0.0,0.019802627296179712,0.173953307123438,0
Borderlands,8035,PC,2009,Shooter,Take-Two Interactive,0.01,0.14,0.0,0.04,0.18,0.009950330853168083,0.1310282624064041,0.0,0.039220713153281295,0.16551443847757338,0
Jampack Vol. 1,8091,PS,1996,Misc,Sony Computer Entertainment,0.1,0.07,0.0,0.01,0.18,0.09531017980432487,0.06765864847381481,0.0,0.009950330853168083,0.16551443847757338,0
Tamagotchi no Narikiri Challenge,8280,DS,2010,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.15700374880966475,0.0,0.15700374880966475,0
Sumikko Gurashi: Koko ga Ochitsukundesu,8432,3DS,2014,Action,Nippon Columbia,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.15700374880966475,0.0,0.15700374880966475,0
Paris-Dakar Rally,8739,PS2,2001,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.15,0.07696104113612832,0.058268908123975775,0.0,0.019802627296179712,0.13976194237515868,0
Retro Atari Classics,9357,DS,2005,Misc,Atari,0.12,0.0,0.0,0.01,0.13,0.11332868530700317,0.0,0.0,0.009950330853168083,0.12221763272424921,0
Teenage Mutant Ninja Turtles 2: Battle Nexus,9552,XB,2004,Action,Konami Digital Entertainment,0.1,0.03,0.0,0.0,0.13,0.09531017980432487,0.0295588022415444,0.0,0.0,0.12221763272424921,0
Earthworm Jim 3D,9819,N64,1999,Platform,Interplay,0.1,0.02,0.0,0.0,0.12,0.09531017980432487,0.019802627296179712,0.0,0.0,0.11332868530700317,0
Onimusha: Blade Warriors,9875,PS2,2003,Fighting,Capcom,0.06,0.05,0.0,0.02,0.12,0.058268908123975775,0.04879016416943201,0.0,0.019802627296179712,0.11332868530700317,0
Smash Cars,10011,PS2,2003,Racing,Metro 3D,0.06,0.04,0.0,0.01,0.11,0.058268908123975775,0.039220713153281295,0.0,0.009950330853168083,0.10436001532424277,0
Shin Sangoku Musou: Multi Raid 2,10054,PSP,2010,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.10436001532424277,0.0,0.10436001532424277,0
Squinkies 2: Adventure Mall Surprize!,10421,DS,2011,Platform,Activision,0.1,0.0,0.0,0.01,0.1,0.09531017980432487,0.0,0.0,0.009950330853168083,0.09531017980432487,0
SNK vs. Capcom: SVC Chaos,10618,XB,2004,Fighting,Ignition Entertainment,0.08,0.02,0.0,0.0,0.1,0.07696104113612832,0.019802627296179712,0.0,0.0,0.09531017980432487,0
Bass Pro Shops: The Hunt,11042,X360,2010,Sports,Griffin International,0.08,0.0,0.0,0.01,0.09,0.07696104113612832,0.0,0.0,0.009950330853168083,0.08617769624105233,0
The Sims 3: Fast Lane Stuff,11468,PC,2010,Simulation,Electronic Arts,0.01,0.05,0.0,0.02,0.08,0.009950330853168083,0.04879016416943201,0.0,0.019802627296179712,0.07696104113612832,0
Need for Speed: Most Wanted,11678,PC,2012,Racing,Electronic Arts,0.0,0.06,0.0,0.02,0.08,0.0,0.058268908123975775,0.0,0.019802627296179712,0.07696104113612832,0
G Darius,11844,PS,1997,Shooter,THQ,0.04,0.03,0.0,0.0,0.07,0.039220713153281295,0.0295588022415444,0.0,0.0,0.06765864847381481,0
Tonka Rescue Patrol,12325,GC,2003,Action,TDK Mediactive,0.05,0.01,0.0,0.0,0.06,0.04879016416943201,0.009950330853168083,0.0,0.0,0.058268908123975775,0
Hakuouki: Reimeiroku,12868,PS2,2010,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.04879016416943201,0.0,0.04879016416943201,0
Empire Earth,13169,PC,2001,Strategy,Vivendi Games,0.0,0.04,0.0,0.01,0.05,0.0,0.039220713153281295,0.0,0.009950330853168083,0.04879016416943201,0
Woody Woodpecker: Escape from Buzz Buzzard Park,13182,PS2,2001,Platform,DreamCatcher Interactive,0.02,0.02,0.0,0.01,0.05,0.019802627296179712,0.019802627296179712,0.0,0.009950330853168083,0.04879016416943201,0
Kamen Rider: Battride War Genesis,13622,PS3,2016,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.039220713153281295,0.0,0.039220713153281295,0
Superstars V8 Racing,13885,PS3,2009,Racing,Black Bean Games,0.0,0.02,0.0,0.01,0.04,0.0,0.019802627296179712,0.0,0.009950330853168083,0.039220713153281295,0
Ultimate Game Room,14052,DS,2009,Misc,Majesco Entertainment,0.03,0.0,0.0,0.0,0.04,0.0295588022415444,0.0,0.0,0.0,0.039220713153281295,0
Utawarerumono Portable,14232,PSP,2009,Role-Playing,Aqua Plus,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0295588022415444,0.0,0.0295588022415444,0
The Sims 2: Glamour Life Stuff,14238,PC,2006,Simulation,Electronic Arts,0.0,0.03,0.0,0.01,0.03,0.0,0.0295588022415444,0.0,0.009950330853168083,0.0295588022415444,0
Monster Hunter Frontier Online: Season 10,14537,X360,2011,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0295588022415444,0.0,0.0295588022415444,0
Rugby League Live,14594,PS3,2010,Sports,Home Entertainment Suppliers,0.0,0.02,0.0,0.01,0.03,0.0,0.019802627296179712,0.0,0.009950330853168083,0.0295588022415444,0
ParaWorld,14933,PC,2006,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.02,0.0,0.019802627296179712,0.0,0.0,0.019802627296179712,0
Doki Majo Plus,15178,DS,2009,Adventure,SNK Playmore,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.019802627296179712,0.0,0.019802627296179712,0
Shinseiki GPX Cyber Formula: Road To The INFINITY 4,15776,PS2,2007,Racing,Sunrise Interactive,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.019802627296179712,0.0,0.019802627296179712,0
King's Bounty: Armored Princess,16452,PC,2009,Role-Playing,1C Company,0.0,0.01,0.0,0.0,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,0
Teenage Mutant Ninja Turtles,16520,Wii,2007,Action,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,0
Bust-A-Move 3000,16587,GC,2003,Puzzle,Ubisoft,0.01,0.0,0.0,0.0,0.01,0.009950330853168083,0.0,0.0,0.0,0.009950330853168083,0
Super Smash Bros. Brawl,40,Wii,2008,Fighting,Nintendo,6.75,2.61,2.66,1.02,13.04,2.0476928433652555,1.2837077723447896,1.297463147413275,0.7030975114131134,2.641910398597665,1
Pokemon HeartGold/Pokemon SoulSilver,46,DS,2009,Action,Nintendo,4.4,2.77,3.96,0.77,11.9,1.6863989535702286,1.3270750014599193,1.601405740736836,0.5709795465857378,2.5572273113676265,1
Dragon Ball Z: Budokai 2,641,PS2,2003,Fighting,Atari,1.63,0.22,0.51,0.06,2.41,0.9669838461896731,0.1988508587451652,0.412109650826833,0.058268908123975775,1.2267122912954256,0
Assassin's Creed IV: Black Flag,733,XOne,2013,Action,Ubisoft,1.47,0.55,0.0,0.19,2.21,0.9042181506398859,0.4382549309311553,0.0,0.173953307123438,1.1662709371419244,0
Disney Infinity,1031,Wii,2013,Action,Disney Interactive Studios,1.15,0.44,0.0,0.14,1.73,0.7654678421395714,0.36464311358790924,0.0,0.1310282624064041,1.0043016091968684,0
NCAA Football 07,1058,PS2,2006,Sports,Electronic Arts,1.41,0.05,0.0,0.23,1.7,0.8796267475025636,0.04879016416943201,0.0,0.20701416938432615,0.9932517730102834,0
Football Manager 2012,1246,PC,2011,Sports,Sega,0.02,1.16,0.0,0.34,1.51,0.019802627296179712,0.7701082216960736,0.0,0.29266961396282,0.9202827531436926,0
Disney Princess: Enchanted Journey,1410,Wii,2007,Adventure,Disney Interactive Studios,1.24,0.04,0.0,0.09,1.38,0.8064758658669485,0.039220713153281295,0.0,0.08617769624105233,0.8671004876833832,0
The Simpsons: Road Rage,1691,GBA,2003,Racing,THQ,0.86,0.32,0.0,0.02,1.19,0.6205764877251099,0.2776317365982795,0.0,0.019802627296179712,0.7839015438284094,0
Brave Fencer Musashi,1787,PS,1998,Role-Playing,SquareSoft,0.25,0.17,0.65,0.07,1.14,0.22314355131420976,0.15700374880966475,0.5007752879124893,0.06765864847381481,0.76080582903376,0
Endless Ocean,1892,Wii,2007,Adventure,Nintendo,0.44,0.47,0.09,0.09,1.09,0.36464311358790924,0.3852624007906449,0.08617769624105233,0.08617769624105233,0.7371640659767197,0
Naruto: Ultimate Ninja Storm,1917,PS3,2008,Fighting,Namco Bandai Games,0.49,0.35,0.09,0.16,1.08,0.3987761199573678,0.30010459245033805,0.08617769624105233,0.14842000511827327,0.7323678937132266,0
Farming Simulator 2013,2104,PC,2012,Simulation,Focus Home Interactive,0.0,0.8,0.0,0.18,0.99,0.0,0.5877866649021191,0.0,0.16551443847757338,0.688134638736401,0
Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,2185,GBA,2003,Misc,Konami Digital Entertainment,0.68,0.25,0.0,0.02,0.95,0.5187937934151676,0.22314355131420976,0.0,0.019802627296179712,0.6678293725756554,0
NCAA Football 2000,2186,PS,1999,Sports,Electronic Arts,0.53,0.36,0.0,0.06,0.95,0.4252677354043441,0.3074846997479606,0.0,0.058268908123975775,0.6678293725756554,0
We Ski & Snowboard,2303,Wii,2008,Sports,Atari,0.38,0.29,0.15,0.08,0.9,0.32208349916911333,0.2546422183735807,0.13976194237515868,0.07696104113612832,0.6418538861723948,0
F1 2009,2342,Wii,2009,Racing,Codemasters,0.15,0.63,0.0,0.11,0.89,0.13976194237515868,0.48858001481867097,0.0,0.10436001532424277,0.636576829071551,0
Battle of Giants: Dinosaurs,2485,DS,2008,Strategy,Ubisoft,0.38,0.37,0.0,0.09,0.83,0.32208349916911333,0.31481073984003355,0.0,0.08617769624105233,0.6043159668533296,0
SingStar Vol. 2,2529,PS3,2008,Misc,Sony Computer Entertainment,0.29,0.4,0.0,0.13,0.82,0.2546422183735807,0.33647223662121295,0.0,0.12221763272424921,0.598836501088704,0
Full Spectrum Warrior,2815,XB,2004,Strategy,THQ,0.54,0.16,0.0,0.03,0.73,0.43178241642553783,0.14842000511827327,0.0,0.0295588022415444,0.5481214085096876,0
Iron Man,3397,Wii,2008,Action,Sega,0.31,0.22,0.0,0.06,0.59,0.27002713721306015,0.1988508587451652,0.0,0.058268908123975775,0.46373401623214017,0
Petz Dogz 2,3582,PS2,2007,Simulation,Ubisoft,0.28,0.21,0.0,0.07,0.56,0.2468600779315258,0.1906203596086497,0.0,0.06765864847381481,0.44468582126144574,0
Fight Night Round 3,3833,PSP,2006,Fighting,Electronic Arts,0.46,0.02,0.0,0.05,0.52,0.3784364357202451,0.019802627296179712,0.0,0.04879016416943201,0.41871033485818504,0
Prince of Persia Trilogy,3886,PS3,2010,Action,Ubisoft,0.17,0.25,0.0,0.09,0.51,0.15700374880966475,0.22314355131420976,0.0,0.08617769624105233,0.412109650826833,0
Taiko no Tatsujin: Appare Sandaime,4059,PS2,2003,Misc,Namco Bandai Games,0.0,0.0,0.49,0.0,0.49,0.0,0.0,0.3987761199573678,0.0,0.3987761199573678,0
Momotarou Dentetsu 11,4282,PS2,2002,Misc,Hudson Soft,0.0,0.0,0.46,0.0,0.46,0.0,0.0,0.3784364357202451,0.0,0.3784364357202451,0
The Powerpuff Girls: Relish Rampage,4328,PS2,2002,Action,BAM! Entertainment,0.22,0.17,0.0,0.06,0.45,0.1988508587451652,0.15700374880966475,0.0,0.058268908123975775,0.37156355643248307,0
X-Men Legends II: Rise of Apocalypse,4424,XB,2005,Role-Playing,Activision,0.3,0.12,0.0,0.02,0.44,0.26236426446749106,0.11332868530700317,0.0,0.019802627296179712,0.36464311358790924,0
Mega Man Zero 2,4523,GBA,2003,Platform,Capcom,0.18,0.07,0.17,0.01,0.43,0.16551443847757338,0.06765864847381481,0.15700374880966475,0.009950330853168083,0.3576744442718159,0
Kengo: Master of Bushido,4941,PS2,2000,Fighting,Ubisoft,0.16,0.13,0.06,0.04,0.39,0.14842000511827327,0.12221763272424921,0.058268908123975775,0.039220713153281295,0.3293037471426004,0
NBA Live 96,5553,PS,1996,Sports,Electronic Arts,0.16,0.11,0.04,0.02,0.33,0.14842000511827327,0.10436001532424277,0.039220713153281295,0.019802627296179712,0.2851789422336624,0
Burstrick: Wake Boarding!!,6291,PS,2000,Sports,Natsume,0.15,0.1,0.0,0.02,0.27,0.13976194237515868,0.09531017980432487,0.0,0.019802627296179712,0.23901690047049992,0
Final Fantasy Fables: Chocobo Tales,6813,DS,2006,Adventure,Ubisoft,0.11,0.01,0.12,0.01,0.24,0.10436001532424277,0.009950330853168083,0.11332868530700317,0.009950330853168083,0.2151113796169455,0
Prison Break: The Conspiracy,7367,X360,2010,Action,Deep Silver,0.07,0.12,0.0,0.02,0.21,0.06765864847381481,0.11332868530700317,0.0,0.019802627296179712,0.1906203596086497,0
Battle Commander: Hachibushu Shura no Heihou,8087,SNES,1991,Strategy,Banpresto,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.16551443847757338,0.0,0.16551443847757338,0
Michael Jackson: The Experience 3D,8391,3DS,2011,Misc,Ubisoft,0.13,0.03,0.0,0.01,0.17,0.12221763272424921,0.0295588022415444,0.0,0.009950330853168083,0.15700374880966475,0
NHL 09,8861,PS2,2008,Sports,Electronic Arts,0.07,0.06,0.0,0.02,0.15,0.06765864847381481,0.058268908123975775,0.0,0.019802627296179712,0.13976194237515868,0
Legend of the Guardians: The Owls of Ga'Hoole,9051,DS,2010,Action,Warner Bros. Interactive Entertainment,0.11,0.02,0.0,0.01,0.14,0.10436001532424277,0.019802627296179712,0.0,0.009950330853168083,0.1310282624064041,0
Soukaigi,9097,PS,1998,Role-Playing,SquareSoft,0.0,0.0,0.13,0.01,0.14,0.0,0.0,0.12221763272424921,0.009950330853168083,0.1310282624064041,0
The Walking Dead: Season Two,9199,XOne,2014,Adventure,Telltale Games,0.08,0.05,0.0,0.01,0.14,0.07696104113612832,0.04879016416943201,0.0,0.009950330853168083,0.1310282624064041,0
Let's Cheer,9256,X360,2011,Misc,Take-Two Interactive,0.12,0.0,0.0,0.01,0.14,0.11332868530700317,0.0,0.0,0.009950330853168083,0.1310282624064041,0
Peter Jacobsen's Golden Tee Golf,9664,PS,2000,Sports,Infogrames,0.07,0.05,0.0,0.01,0.12,0.06765864847381481,0.04879016416943201,0.0,0.009950330853168083,0.11332868530700317,0
Totally Spies! Totally Party,10182,Wii,2008,Misc,Ubisoft,0.09,0.01,0.0,0.01,0.11,0.08617769624105233,0.009950330853168083,0.0,0.009950330853168083,0.10436001532424277,0
Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,10722,GBA,2004,Adventure,Nintendo,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.09531017980432487,0.0,0.09531017980432487,0
Resident Evil: Revelations 2,10754,XOne,2015,Action,Capcom,0.07,0.02,0.0,0.01,0.1,0.06765864847381481,0.019802627296179712,0.0,0.009950330853168083,0.09531017980432487,0
The Bachelor: The Videogame,11154,DS,2010,Misc,Warner Bros. Interactive Entertainment,0.08,0.0,0.0,0.01,0.09,0.07696104113612832,0.0,0.0,0.009950330853168083,0.08617769624105233,0
Counter-Strike: Source,11197,PC,2004,Shooter,Vivendi Games,0.0,0.07,0.0,0.02,0.09,0.0,0.06765864847381481,0.0,0.019802627296179712,0.08617769624105233,0
Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant,11271,SAT,1995,Misc,Sega,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.07696104113612832,0.0,0.07696104113612832,0
The King of Fighters Collection: The Orochi Saga,11825,PSP,2008,Fighting,Ignition Entertainment,0.07,0.0,0.0,0.0,0.07,0.06765864847381481,0.0,0.0,0.0,0.06765864847381481,0
Tales of Rebirth,12004,PSP,2008,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.06765864847381481,0.0,0.06765864847381481,0
Pro Yaky? Spirits 4,12241,PS3,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.06765864847381481,0.0,0.06765864847381481,0
Backyard Skateboarding 2006,12625,GBA,2004,Sports,Atari,0.04,0.02,0.0,0.0,0.06,0.039220713153281295,0.019802627296179712,0.0,0.0,0.058268908123975775,0
Lufia: The Ruins of Lore,12896,GBA,2002,Role-Playing,Taito,0.04,0.01,0.0,0.0,0.05,0.039220713153281295,0.009950330853168083,0.0,0.0,0.04879016416943201,0
Ferrari F355 Challenge,13004,PS2,2002,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,0.0295588022415444,0.019802627296179712,0.0,0.009950330853168083,0.04879016416943201,0
Bejeweled Twist,13045,PC,2008,Puzzle,PopCap Games,0.01,0.04,0.0,0.01,0.05,0.009950330853168083,0.039220713153281295,0.0,0.009950330853168083,0.04879016416943201,0
Child of Light,13072,PS4,2014,Role-Playing,Ubisoft,0.0,0.01,0.04,0.0,0.05,0.0,0.009950330853168083,0.039220713153281295,0.0,0.04879016416943201,0
Avatar: The Game,13432,PC,2009,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05,0.0,0.039220713153281295,0.0,0.009950330853168083,0.04879016416943201,0
Deadliest Warrior: Ancient Combat,13695,X360,2012,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,0.039220713153281295,0.0,0.0,0.0,0.039220713153281295,0
